county,state,cbsa,kind
Brown County,South Dakota,"Aberdeen, SD",Micropolitan Statistical Area
Edmunds County,South Dakota,"Aberdeen, SD",Micropolitan Statistical Area
Grays Harbor County,Washington,"Aberdeen, WA",Micropolitan Statistical Area
Callahan County,Texas,"Abilene, TX",Metropolitan Statistical Area
Jones County,Texas,"Abilene, TX",Metropolitan Statistical Area
Taylor County,Texas,"Abilene, TX",Metropolitan Statistical Area
Pontotoc County,Oklahoma,"Ada, OK",Micropolitan Statistical Area
Lenawee County,Michigan,"Adrian, MI",Micropolitan Statistical Area
Aguada Municipio,Puerto Rico,"Aguadilla, PR",Metropolitan Statistical Area
Aguadilla Municipio,Puerto Rico,"Aguadilla, PR",Metropolitan Statistical Area
Añasco Municipio,Puerto Rico,"Aguadilla, PR",Metropolitan Statistical Area
Isabela Municipio,Puerto Rico,"Aguadilla, PR",Metropolitan Statistical Area
Moca Municipio,Puerto Rico,"Aguadilla, PR",Metropolitan Statistical Area
Rincón Municipio,Puerto Rico,"Aguadilla, PR",Metropolitan Statistical Area
San Sebastián Municipio,Puerto Rico,"Aguadilla, PR",Metropolitan Statistical Area
Portage County,Ohio,"Akron, OH",Metropolitan Statistical Area
Summit County,Ohio,"Akron, OH",Metropolitan Statistical Area
Otero County,New Mexico,"Alamogordo, NM",Micropolitan Statistical Area
Alamosa County,Colorado,"Alamosa, CO",Micropolitan Statistical Area
Conejos County,Colorado,"Alamosa, CO",Micropolitan Statistical Area
Costilla County,Colorado,"Alamosa, CO",Micropolitan Statistical Area
Dougherty County,Georgia,"Albany, GA",Metropolitan Statistical Area
Lee County,Georgia,"Albany, GA",Metropolitan Statistical Area
Terrell County,Georgia,"Albany, GA",Metropolitan Statistical Area
Worth County,Georgia,"Albany, GA",Metropolitan Statistical Area
Linn County,Oregon,"Albany, OR",Metropolitan Statistical Area
Albany County,New York,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area
Rensselaer County,New York,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area
Saratoga County,New York,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area
Schenectady County,New York,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area
Schoharie County,New York,"Albany-Schenectady-Troy, NY",Metropolitan Statistical Area
Stanly County,North Carolina,"Albemarle, NC",Micropolitan Statistical Area
Freeborn County,Minnesota,"Albert Lea, MN",Micropolitan Statistical Area
Marshall County,Alabama,"Albertville, AL",Micropolitan Statistical Area
Bernalillo County,New Mexico,"Albuquerque, NM",Metropolitan Statistical Area
Sandoval County,New Mexico,"Albuquerque, NM",Metropolitan Statistical Area
Torrance County,New Mexico,"Albuquerque, NM",Metropolitan Statistical Area
Valencia County,New Mexico,"Albuquerque, NM",Metropolitan Statistical Area
Tallapoosa County,Alabama,"Alexander City, AL",Micropolitan Statistical Area
Grant Parish,Louisiana,"Alexandria, LA",Metropolitan Statistical Area
Rapides Parish,Louisiana,"Alexandria, LA",Metropolitan Statistical Area
Douglas County,Minnesota,"Alexandria, MN",Micropolitan Statistical Area
Brooks County,Texas,"Alice, TX",Micropolitan Statistical Area
Jim Wells County,Texas,"Alice, TX",Micropolitan Statistical Area
Warren County,New Jersey,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area
Carbon County,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area
Lehigh County,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area
Northampton County,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",Metropolitan Statistical Area
Gratiot County,Michigan,"Alma, MI",Micropolitan Statistical Area
Alpena County,Michigan,"Alpena, MI",Micropolitan Statistical Area
Blair County,Pennsylvania,"Altoona, PA",Metropolitan Statistical Area
Jackson County,Oklahoma,"Altus, OK",Micropolitan Statistical Area
Armstrong County,Texas,"Amarillo, TX",Metropolitan Statistical Area
Carson County,Texas,"Amarillo, TX",Metropolitan Statistical Area
Oldham County,Texas,"Amarillo, TX",Metropolitan Statistical Area
Potter County,Texas,"Amarillo, TX",Metropolitan Statistical Area
Randall County,Texas,"Amarillo, TX",Metropolitan Statistical Area
Schley County,Georgia,"Americus, GA",Micropolitan Statistical Area
Sumter County,Georgia,"Americus, GA",Micropolitan Statistical Area
Boone County,Iowa,"Ames, IA",Metropolitan Statistical Area
Story County,Iowa,"Ames, IA",Metropolitan Statistical Area
Hampshire County,Massachusetts,"Amherst Town-Northampton, MA",Metropolitan Statistical Area
Montgomery County,New York,"Amsterdam, NY",Micropolitan Statistical Area
Anchorage Municipality,Alaska,"Anchorage, AK",Metropolitan Statistical Area
Matanuska-Susitna Borough,Alaska,"Anchorage, AK",Metropolitan Statistical Area
Harnett County,North Carolina,"Anderson Creek, NC",Micropolitan Statistical Area
Andrews County,Texas,"Andrews, TX",Micropolitan Statistical Area
Steuben County,Indiana,"Angola, IN",Micropolitan Statistical Area
Washtenaw County,Michigan,"Ann Arbor, MI",Metropolitan Statistical Area
Calhoun County,Alabama,"Anniston-Oxford, AL",Metropolitan Statistical Area
Calumet County,Wisconsin,"Appleton, WI",Metropolitan Statistical Area
Outagamie County,Wisconsin,"Appleton, WI",Metropolitan Statistical Area
DeSoto County,Florida,"Arcadia, FL",Micropolitan Statistical Area
Carter County,Oklahoma,"Ardmore, OK",Micropolitan Statistical Area
Arecibo Municipio,Puerto Rico,"Arecibo, PR",Metropolitan Statistical Area
Camuy Municipio,Puerto Rico,"Arecibo, PR",Metropolitan Statistical Area
Hatillo Municipio,Puerto Rico,"Arecibo, PR",Metropolitan Statistical Area
Quebradillas Municipio,Puerto Rico,"Arecibo, PR",Metropolitan Statistical Area
Clark County,Arkansas,"Arkadelphia, AR",Micropolitan Statistical Area
Cowley County,Kansas,"Arkansas City-Winfield, KS",Micropolitan Statistical Area
Buncombe County,North Carolina,"Asheville, NC",Metropolitan Statistical Area
Henderson County,North Carolina,"Asheville, NC",Metropolitan Statistical Area
Madison County,North Carolina,"Asheville, NC",Metropolitan Statistical Area
Ashland County,Ohio,"Ashland, OH",Micropolitan Statistical Area
Clatsop County,Oregon,"Astoria, OR",Micropolitan Statistical Area
Atchison County,Kansas,"Atchison, KS",Micropolitan Statistical Area
Athens County,Ohio,"Athens, OH",Micropolitan Statistical Area
McMinn County,Tennessee,"Athens, TN",Micropolitan Statistical Area
Meigs County,Tennessee,"Athens, TN",Micropolitan Statistical Area
Henderson County,Texas,"Athens, TX",Micropolitan Statistical Area
Clarke County,Georgia,"Athens-Clarke County, GA",Metropolitan Statistical Area
Madison County,Georgia,"Athens-Clarke County, GA",Metropolitan Statistical Area
Oconee County,Georgia,"Athens-Clarke County, GA",Metropolitan Statistical Area
Oglethorpe County,Georgia,"Athens-Clarke County, GA",Metropolitan Statistical Area
Barrow County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Butts County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Carroll County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Clayton County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Coweta County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Dawson County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
DeKalb County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Douglas County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Fayette County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Forsyth County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Fulton County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Gwinnett County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Heard County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Henry County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Jasper County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Lumpkin County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Meriwether County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Morgan County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Newton County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Pickens County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Pike County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Rockdale County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Spalding County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Walton County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Bartow County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Cherokee County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Cobb County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Haralson County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Paulding County,Georgia,"Atlanta-Sandy Springs-Roswell, GA",Metropolitan Statistical Area
Atlantic County,New Jersey,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area
Cape May County,New Jersey,"Atlantic City-Hammonton, NJ",Metropolitan Statistical Area
DeKalb County,Indiana,"Auburn, IN",Micropolitan Statistical Area
Cayuga County,New York,"Auburn, NY",Micropolitan Statistical Area
Lee County,Alabama,"Auburn-Opelika, AL",Metropolitan Statistical Area
Macon County,Alabama,"Auburn-Opelika, AL",Metropolitan Statistical Area
Burke County,Georgia,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area
Columbia County,Georgia,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area
Lincoln County,Georgia,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area
McDuffie County,Georgia,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area
Richmond County,Georgia,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area
Aiken County,South Carolina,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area
Edgefield County,South Carolina,"Augusta-Richmond County, GA-SC",Metropolitan Statistical Area
Kennebec County,Maine,"Augusta-Waterville, ME",Micropolitan Statistical Area
Mower County,Minnesota,"Austin, MN",Micropolitan Statistical Area
Bastrop County,Texas,"Austin-Round Rock-San Marcos, TX",Metropolitan Statistical Area
Caldwell County,Texas,"Austin-Round Rock-San Marcos, TX",Metropolitan Statistical Area
Hays County,Texas,"Austin-Round Rock-San Marcos, TX",Metropolitan Statistical Area
Travis County,Texas,"Austin-Round Rock-San Marcos, TX",Metropolitan Statistical Area
Williamson County,Texas,"Austin-Round Rock-San Marcos, TX",Metropolitan Statistical Area
Decatur County,Georgia,"Bainbridge, GA",Micropolitan Statistical Area
Baker County,Oregon,"Baker City, OR",Micropolitan Statistical Area
Kern County,California,"Bakersfield-Delano, CA",Metropolitan Statistical Area
Anne Arundel County,Maryland,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
Baltimore County,Maryland,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
Carroll County,Maryland,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
Harford County,Maryland,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
Howard County,Maryland,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
Queen Anne's County,Maryland,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
Baltimore city,Maryland,"Baltimore-Columbia-Towson, MD",Metropolitan Statistical Area
Penobscot County,Maine,"Bangor, ME",Metropolitan Statistical Area
Sauk County,Wisconsin,"Baraboo, WI",Micropolitan Statistical Area
Barnstable County,Massachusetts,"Barnstable Town, MA",Metropolitan Statistical Area
Washington County,Vermont,"Barre, VT",Micropolitan Statistical Area
Washington County,Oklahoma,"Bartlesville, OK",Micropolitan Statistical Area
Genesee County,New York,"Batavia, NY",Micropolitan Statistical Area
Independence County,Arkansas,"Batesville, AR",Micropolitan Statistical Area
Ascension Parish,Louisiana,"Baton Rouge, LA",Metropolitan Statistical Area
Assumption Parish,Louisiana,"Baton Rouge, LA",Metropolitan Statistical Area
East Baton Rouge Parish,Louisiana,"Baton Rouge, LA",Metropolitan Statistical Area
East Feliciana Parish,Louisiana,"Baton Rouge, LA",Metropolitan Statistical Area
Iberville Parish,Louisiana,"Baton Rouge, LA",Metropolitan Statistical Area
Livingston Parish,Louisiana,"Baton Rouge, LA",Metropolitan Statistical Area
Pointe Coupee Parish,Louisiana,"Baton Rouge, LA",Metropolitan Statistical Area
St. Helena Parish,Louisiana,"Baton Rouge, LA",Metropolitan Statistical Area
West Baton Rouge Parish,Louisiana,"Baton Rouge, LA",Metropolitan Statistical Area
West Feliciana Parish,Louisiana,"Baton Rouge, LA",Metropolitan Statistical Area
Calhoun County,Michigan,"Battle Creek, MI",Metropolitan Statistical Area
Bay County,Michigan,"Bay City, MI",Metropolitan Statistical Area
Matagorda County,Texas,"Bay City, TX",Micropolitan Statistical Area
Gage County,Nebraska,"Beatrice, NE",Micropolitan Statistical Area
Hardin County,Texas,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area
Jefferson County,Texas,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area
Orange County,Texas,"Beaumont-Port Arthur, TX",Metropolitan Statistical Area
Dodge County,Wisconsin,"Beaver Dam, WI",Micropolitan Statistical Area
Fayette County,West Virginia,"Beckley, WV",Metropolitan Statistical Area
Raleigh County,West Virginia,"Beckley, WV",Metropolitan Statistical Area
Lawrence County,Indiana,"Bedford, IN",Micropolitan Statistical Area
Bee County,Texas,"Beeville, TX",Micropolitan Statistical Area
Logan County,Ohio,"Bellefontaine, OH",Micropolitan Statistical Area
Whatcom County,Washington,"Bellingham, WA",Metropolitan Statistical Area
Beltrami County,Minnesota,"Bemidji, MN",Micropolitan Statistical Area
Crook County,Oregon,"Bend, OR",Metropolitan Statistical Area
Deschutes County,Oregon,"Bend, OR",Metropolitan Statistical Area
Jefferson County,Oregon,"Bend, OR",Metropolitan Statistical Area
Bennington County,Vermont,"Bennington, VT",Micropolitan Statistical Area
Mecosta County,Michigan,"Big Rapids, MI",Micropolitan Statistical Area
Howard County,Texas,"Big Spring, TX",Micropolitan Statistical Area
Carbon County,Montana,"Billings, MT",Metropolitan Statistical Area
Stillwater County,Montana,"Billings, MT",Metropolitan Statistical Area
Yellowstone County,Montana,"Billings, MT",Metropolitan Statistical Area
Broome County,New York,"Binghamton, NY",Metropolitan Statistical Area
Tioga County,New York,"Binghamton, NY",Metropolitan Statistical Area
Bibb County,Alabama,"Birmingham, AL",Metropolitan Statistical Area
Blount County,Alabama,"Birmingham, AL",Metropolitan Statistical Area
Chilton County,Alabama,"Birmingham, AL",Metropolitan Statistical Area
Jefferson County,Alabama,"Birmingham, AL",Metropolitan Statistical Area
St. Clair County,Alabama,"Birmingham, AL",Metropolitan Statistical Area
Shelby County,Alabama,"Birmingham, AL",Metropolitan Statistical Area
Walker County,Alabama,"Birmingham, AL",Metropolitan Statistical Area
Inyo County,California,"Bishop, CA",Micropolitan Statistical Area
Burleigh County,North Dakota,"Bismarck, ND",Metropolitan Statistical Area
Morton County,North Dakota,"Bismarck, ND",Metropolitan Statistical Area
Oliver County,North Dakota,"Bismarck, ND",Metropolitan Statistical Area
Bingham County,Idaho,"Blackfoot, ID",Micropolitan Statistical Area
Floyd County,Virginia,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area
Giles County,Virginia,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area
Montgomery County,Virginia,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area
Pulaski County,Virginia,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area
Radford city,Virginia,"Blacksburg-Christiansburg-Radford, VA",Metropolitan Statistical Area
McLean County,Illinois,"Bloomington, IL",Metropolitan Statistical Area
Monroe County,Indiana,"Bloomington, IN",Metropolitan Statistical Area
Owen County,Indiana,"Bloomington, IN",Metropolitan Statistical Area
Columbia County,Pennsylvania,"Bloomsburg-Berwick, PA",Micropolitan Statistical Area
Tazewell County,Virginia,"Bluefield, WV-VA",Micropolitan Statistical Area
Mercer County,West Virginia,"Bluefield, WV-VA",Micropolitan Statistical Area
Mississippi County,Arkansas,"Blytheville, AR",Micropolitan Statistical Area
Washington Parish,Louisiana,"Bogalusa, LA",Micropolitan Statistical Area
Ada County,Idaho,"Boise City, ID",Metropolitan Statistical Area
Boise County,Idaho,"Boise City, ID",Metropolitan Statistical Area
Canyon County,Idaho,"Boise City, ID",Metropolitan Statistical Area
Gem County,Idaho,"Boise City, ID",Metropolitan Statistical Area
Owyhee County,Idaho,"Boise City, ID",Metropolitan Statistical Area
Fannin County,Texas,"Bonham, TX",Micropolitan Statistical Area
Watauga County,North Carolina,"Boone, NC",Micropolitan Statistical Area
Hutchinson County,Texas,"Borger, TX",Micropolitan Statistical Area
Norfolk County,Massachusetts,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
Plymouth County,Massachusetts,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
Suffolk County,Massachusetts,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
Essex County,Massachusetts,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
Middlesex County,Massachusetts,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
Rockingham County,New Hampshire,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
Strafford County,New Hampshire,"Boston-Cambridge-Newton, MA-NH",Metropolitan Statistical Area
Boulder County,Colorado,"Boulder, CO",Metropolitan Statistical Area
Allen County,Kentucky,"Bowling Green, KY",Metropolitan Statistical Area
Butler County,Kentucky,"Bowling Green, KY",Metropolitan Statistical Area
Edmonson County,Kentucky,"Bowling Green, KY",Metropolitan Statistical Area
Warren County,Kentucky,"Bowling Green, KY",Metropolitan Statistical Area
Gallatin County,Montana,"Bozeman, MT",Metropolitan Statistical Area
McKean County,Pennsylvania,"Bradford, PA",Micropolitan Statistical Area
Cass County,Minnesota,"Brainerd, MN",Micropolitan Statistical Area
Crow Wing County,Minnesota,"Brainerd, MN",Micropolitan Statistical Area
Taney County,Missouri,"Branson, MO",Micropolitan Statistical Area
Windham County,Vermont,"Brattleboro, VT",Micropolitan Statistical Area
Lake County,Colorado,"Breckenridge, CO",Micropolitan Statistical Area
Summit County,Colorado,"Breckenridge, CO",Micropolitan Statistical Area
Kitsap County,Washington,"Bremerton-Silverdale-Port Orchard, WA",Metropolitan Statistical Area
Washington County,Texas,"Brenham, TX",Micropolitan Statistical Area
Transylvania County,North Carolina,"Brevard, NC",Micropolitan Statistical Area
Greater Bridgeport Planning Region,Connecticut,"Bridgeport-Stamford-Danbury, CT",Metropolitan Statistical Area
Western Connecticut Planning Region,Connecticut,"Bridgeport-Stamford-Danbury, CT",Metropolitan Statistical Area
Oneida County,Idaho,"Brigham City, UT-ID",Micropolitan Statistical Area
Box Elder County,Utah,"Brigham City, UT-ID",Micropolitan Statistical Area
Lincoln County,Mississippi,"Brookhaven, MS",Micropolitan Statistical Area
Curry County,Oregon,"Brookings, OR",Micropolitan Statistical Area
Brookings County,South Dakota,"Brookings, SD",Micropolitan Statistical Area
Cameron County,Texas,"Brownsville-Harlingen, TX",Metropolitan Statistical Area
Brown County,Texas,"Brownwood, TX",Micropolitan Statistical Area
Brantley County,Georgia,"Brunswick-St. Simons, GA",Metropolitan Statistical Area
Glynn County,Georgia,"Brunswick-St. Simons, GA",Metropolitan Statistical Area
McIntosh County,Georgia,"Brunswick-St. Simons, GA",Metropolitan Statistical Area
Crawford County,Ohio,"Bucyrus, OH",Micropolitan Statistical Area
Erie County,New York,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area
Niagara County,New York,"Buffalo-Cheektowaga, NY",Metropolitan Statistical Area
Cassia County,Idaho,"Burley, ID",Micropolitan Statistical Area
Minidoka County,Idaho,"Burley, ID",Micropolitan Statistical Area
Henderson County,Illinois,"Burlington, IA-IL",Micropolitan Statistical Area
Des Moines County,Iowa,"Burlington, IA-IL",Micropolitan Statistical Area
Alamance County,North Carolina,"Burlington, NC",Metropolitan Statistical Area
Chittenden County,Vermont,"Burlington-South Burlington, VT",Metropolitan Statistical Area
Franklin County,Vermont,"Burlington-South Burlington, VT",Metropolitan Statistical Area
Grand Isle County,Vermont,"Burlington-South Burlington, VT",Metropolitan Statistical Area
Silver Bow County,Montana,"Butte-Silver Bow, MT",Micropolitan Statistical Area
Missaukee County,Michigan,"Cadillac, MI",Micropolitan Statistical Area
Wexford County,Michigan,"Cadillac, MI",Micropolitan Statistical Area
Gordon County,Georgia,"Calhoun, GA",Micropolitan Statistical Area
Dorchester County,Maryland,"Cambridge, MD",Micropolitan Statistical Area
Guernsey County,Ohio,"Cambridge, OH",Micropolitan Statistical Area
Calhoun County,Arkansas,"Camden, AR",Micropolitan Statistical Area
Ouachita County,Arkansas,"Camden, AR",Micropolitan Statistical Area
Green County,Kentucky,"Campbellsville, KY",Micropolitan Statistical Area
Taylor County,Kentucky,"Campbellsville, KY",Micropolitan Statistical Area
Fremont County,Colorado,"Cañon City, CO",Micropolitan Statistical Area
Fulton County,Illinois,"Canton, IL",Micropolitan Statistical Area
Carroll County,Ohio,"Canton-Massillon, OH",Metropolitan Statistical Area
Stark County,Ohio,"Canton-Massillon, OH",Metropolitan Statistical Area
Lee County,Florida,"Cape Coral-Fort Myers, FL",Metropolitan Statistical Area
Alexander County,Illinois,"Cape Girardeau, MO-IL",Metropolitan Statistical Area
Bollinger County,Missouri,"Cape Girardeau, MO-IL",Metropolitan Statistical Area
Cape Girardeau County,Missouri,"Cape Girardeau, MO-IL",Metropolitan Statistical Area
Jackson County,Illinois,"Carbondale, IL",Micropolitan Statistical Area
Eddy County,New Mexico,"Carlsbad-Artesia, NM",Micropolitan Statistical Area
Carroll County,Iowa,"Carroll, IA",Micropolitan Statistical Area
Carson City,Nevada,"Carson City, NV",Metropolitan Statistical Area
Natrona County,Wyoming,"Casper, WY",Metropolitan Statistical Area
Iron County,Utah,"Cedar City, UT",Micropolitan Statistical Area
Benton County,Iowa,"Cedar Rapids, IA",Metropolitan Statistical Area
Jones County,Iowa,"Cedar Rapids, IA",Metropolitan Statistical Area
Linn County,Iowa,"Cedar Rapids, IA",Metropolitan Statistical Area
Polk County,Georgia,"Cedartown, GA",Micropolitan Statistical Area
Mercer County,Ohio,"Celina, OH",Micropolitan Statistical Area
Marion County,Illinois,"Centralia, IL",Micropolitan Statistical Area
Lewis County,Washington,"Centralia, WA",Micropolitan Statistical Area
Franklin County,Pennsylvania,"Chambersburg, PA",Metropolitan Statistical Area
Champaign County,Illinois,"Champaign-Urbana, IL",Metropolitan Statistical Area
Ford County,Illinois,"Champaign-Urbana, IL",Metropolitan Statistical Area
Piatt County,Illinois,"Champaign-Urbana, IL",Metropolitan Statistical Area
Boone County,West Virginia,"Charleston, WV",Metropolitan Statistical Area
Clay County,West Virginia,"Charleston, WV",Metropolitan Statistical Area
Kanawha County,West Virginia,"Charleston, WV",Metropolitan Statistical Area
Coles County,Illinois,"Charleston-Mattoon, IL",Micropolitan Statistical Area
Berkeley County,South Carolina,"Charleston-North Charleston, SC",Metropolitan Statistical Area
Charleston County,South Carolina,"Charleston-North Charleston, SC",Metropolitan Statistical Area
Dorchester County,South Carolina,"Charleston-North Charleston, SC",Metropolitan Statistical Area
Anson County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
Cabarrus County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
Gaston County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
Iredell County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
Lincoln County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
Mecklenburg County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
Rowan County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
Union County,North Carolina,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
Chester County,South Carolina,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
Lancaster County,South Carolina,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
York County,South Carolina,"Charlotte-Concord-Gastonia, NC-SC",Metropolitan Statistical Area
Albemarle County,Virginia,"Charlottesville, VA",Metropolitan Statistical Area
Fluvanna County,Virginia,"Charlottesville, VA",Metropolitan Statistical Area
Greene County,Virginia,"Charlottesville, VA",Metropolitan Statistical Area
Nelson County,Virginia,"Charlottesville, VA",Metropolitan Statistical Area
Charlottesville city,Virginia,"Charlottesville, VA",Metropolitan Statistical Area
Catoosa County,Georgia,"Chattanooga, TN-GA",Metropolitan Statistical Area
Dade County,Georgia,"Chattanooga, TN-GA",Metropolitan Statistical Area
Walker County,Georgia,"Chattanooga, TN-GA",Metropolitan Statistical Area
Hamilton County,Tennessee,"Chattanooga, TN-GA",Metropolitan Statistical Area
Marion County,Tennessee,"Chattanooga, TN-GA",Metropolitan Statistical Area
Sequatchie County,Tennessee,"Chattanooga, TN-GA",Metropolitan Statistical Area
Laramie County,Wyoming,"Cheyenne, WY",Metropolitan Statistical Area
Cook County,Illinois,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
DuPage County,Illinois,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
Grundy County,Illinois,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
McHenry County,Illinois,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
Will County,Illinois,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
DeKalb County,Illinois,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
Kane County,Illinois,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
Kendall County,Illinois,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
Lake County,Illinois,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
Jasper County,Indiana,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
Lake County,Indiana,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
Newton County,Indiana,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
Porter County,Indiana,"Chicago-Naperville-Elgin, IL-IN",Metropolitan Statistical Area
Butte County,California,"Chico, CA",Metropolitan Statistical Area
Ross County,Ohio,"Chillicothe, OH",Micropolitan Statistical Area
Dearborn County,Indiana,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
Franklin County,Indiana,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
Ohio County,Indiana,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
Boone County,Kentucky,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
Bracken County,Kentucky,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
Campbell County,Kentucky,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
Gallatin County,Kentucky,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
Grant County,Kentucky,"Cincinnati, OH-KY-IN",Metropolitan Statistical Area
